subject	../../../mgi_import_qc/11_11_2021/go_cam_mgi_file1.gpad	../../../mgi_import_qc/11_11_2021/noctua_merged_file2.gpad
MGI:2443995	3	0
MGI:2443997	3	0
MGI:2443998	3	0
MGI:2443999	7	6
MGI:2444001	3	0
MGI:2444007	3	0
MGI:2444008	6	5
MGI:2444022	3	0
MGI:2444025	3	0
MGI:2444027	3	0
MGI:2444029	3	0
MGI:2444034	3	0
MGI:2444035	3	0
MGI:2444037	3	0
MGI:2444039	3	0
MGI:2444046	3	0
MGI:2444057	3	0
MGI:2444062	3	0
MGI:2444063	3	0
MGI:2444065	3	0
MGI:2444067	1	0
MGI:2444071	3	0
MGI:2444073	3	0
MGI:2444074	3	0
MGI:2444082	3	0
MGI:2444091	3	0
MGI:2444095	3	0
MGI:2444099	3	0
MGI:2444100	3	0
MGI:2444112	3	0
MGI:2444113	2	0
MGI:2444114	2	0
MGI:2444121	2	1
MGI:2444124	3	0
MGI:2444127	3	0
MGI:2444129	3	0
MGI:2444130	3	0
MGI:2444131	1	0
MGI:2444132	3	0
MGI:2444133	1	0
MGI:2444134	3	0
MGI:2444135	3	0
MGI:2444139	3	0
MGI:2444149	3	0
MGI:2444151	2	0
MGI:2444156	2	0
MGI:2444158	3	0
MGI:2444160	3	0
MGI:2444161	3	0
MGI:2444167	3	0
MGI:2444171	3	0
MGI:2444172	3	0
MGI:2444178	3	0
MGI:2444182	3	0
MGI:2444186	3	0
MGI:2444187	3	0
MGI:2444189	3	0
MGI:2444190	3	0
MGI:2444203	3	0
MGI:2444204	3	0
MGI:2444205	3	0
MGI:2444207	3	2
MGI:2444208	3	0
MGI:2444217	3	0
MGI:2444237	3	0
MGI:2444238	3	0
MGI:2444245	3	0
MGI:2444246	3	0
MGI:2444247	3	0
MGI:2444249	3	0
MGI:2444252	3	0
MGI:2444254	3	0
MGI:2444255	3	0
MGI:2444256	1	0
MGI:2444263	1	0
MGI:2444267	3	0
MGI:2444268	3	0
MGI:2444278	3	0
MGI:2444279	3	0
MGI:2444280	3	0
MGI:2444283	13	0
MGI:2444285	3	0
MGI:2444286	13	4
MGI:2444290	3	0
MGI:2444301	3	0
MGI:2444304	8	7
MGI:2444310	1	0
MGI:2444311	3	0
MGI:2444313	3	0
MGI:2444316	3	0
MGI:2444324	3	0
MGI:2444329	1	0
MGI:2444330	3	0
MGI:2444336	3	2
MGI:2444337	3	0
MGI:2444338	3	0
MGI:2444339	3	0
MGI:2444340	3	0
MGI:2444344	3	0
MGI:2444347	3	0
MGI:2444350	2	0
MGI:2444352	3	0
MGI:2444356	3	0
MGI:2444359	3	0
MGI:2444362	3	0
MGI:2444364	3	0
MGI:2444368	3	0
MGI:2444369	3	0
MGI:2444371	3	0
MGI:2444377	3	0
MGI:2444378	3	0
MGI:2444379	3	0
MGI:2444381	3	0
MGI:2444387	1	0
MGI:2444388	3	0
MGI:2444389	3	1
MGI:2444390	3	0
MGI:2444394	3	0
MGI:2444398	3	0
MGI:2444403	1	0
MGI:2444412	1	0
MGI:2444413	3	2
MGI:2444420	3	0
MGI:2444422	3	0
MGI:2444426	2	0
MGI:2444427	3	0
MGI:2444428	3	0
MGI:2444447	3	0
MGI:2444451	1	0
MGI:2444452	3	0
MGI:2444454	3	0
MGI:2444459	3	0
MGI:2444460	3	0
MGI:2444462	2	0
MGI:2444463	3	0
MGI:2444468	3	0
MGI:2444469	3	0
MGI:2444470	3	0
MGI:2444488	2	0
MGI:2444492	3	0
MGI:2444496	1	0
MGI:2444497	3	0
MGI:2444498	3	0
MGI:2444502	3	0
MGI:2444504	3	0
MGI:2444509	2	0
MGI:2444516	1	0
MGI:2444518	1	0
MGI:2444519	3	0
MGI:2444523	3	0
MGI:2444526	3	0
MGI:2444532	3	0
MGI:2444533	3	0
MGI:2444536	3	0
MGI:2444544	3	0
MGI:2444547	3	0
MGI:2444548	3	0
MGI:2444555	3	0
MGI:2444558	3	0
MGI:2444560	1	0
MGI:2444562	3	0
MGI:2444569	3	0
MGI:2444570	3	0
MGI:2444571	3	0
MGI:2444575	1	0
MGI:2444579	3	0
MGI:2444585	1	0
MGI:2444587	3	0
MGI:2444588	2	1
MGI:2444592	3	0
MGI:2444595	3	0
MGI:2444601	3	0
MGI:2444607	3	0
MGI:2444611	3	2
MGI:2444614	3	0
MGI:2444617	3	0
MGI:2444621	3	0
MGI:2444626	3	0
MGI:2444629	1	0
MGI:2444631	1	0
MGI:2444633	8	1
MGI:2444634	3	0
MGI:2444635	3	0
MGI:2444636	1	0
MGI:2444637	1	0
MGI:2444638	3	0
MGI:2444640	3	0
MGI:2444644	3	0
MGI:2444647	3	0
MGI:2444650	3	0
MGI:2444651	2	1
MGI:2444652	2	0
MGI:2444653	3	0
MGI:2444655	3	0
MGI:2444658	3	0
MGI:2444661	2	0
MGI:2444664	2	0
MGI:2444665	3	0
MGI:2444670	3	0
MGI:2444671	1	0
MGI:2444673	3	0
MGI:2444676	3	0
MGI:2444677	3	0
MGI:2444679	2	0
MGI:2444685	3	0
MGI:2444687	3	0
MGI:2444689	3	0
MGI:2444690	3	0
MGI:2444705	3	0
MGI:2444713	3	0
MGI:2444718	3	0
MGI:2444722	3	0
MGI:2444725	3	0
MGI:2444726	3	0
MGI:2444727	3	0
MGI:2444730	3	0
MGI:2444738	2	0
MGI:2444742	3	0
MGI:2444743	3	0
MGI:2444749	3	0
MGI:2444752	2	0
MGI:2444754	3	0
MGI:2444755	3	0
MGI:2444758	3	0
MGI:2444759	3	0
MGI:2444771	3	0
MGI:2444774	3	0
MGI:2444775	3	0
MGI:2444776	2	0
MGI:2444780	3	0
MGI:2444781	3	0
MGI:2444785	3	1
MGI:2444787	3	0
MGI:2444788	3	0
MGI:2444789	1	0
MGI:2444790	3	0
MGI:2444791	3	0
MGI:2444792	3	0
MGI:2444793	3	0
MGI:2444796	1	0
MGI:2444806	3	0
MGI:2444808	3	0
MGI:2444810	3	0
MGI:2444814	2	0
MGI:2444816	3	0
MGI:2444817	2	0
MGI:2444820	3	0
MGI:2444827	3	0
MGI:2444831	2	0
MGI:2444836	3	0
MGI:2444850	3	0
MGI:2444851	1	0
MGI:2444854	4	3
MGI:2444856	3	0
MGI:2444858	3	0
MGI:2444859	3	0
MGI:2444860	3	0
MGI:2444864	3	0
MGI:2444865	3	0
MGI:2444876	3	0
MGI:2444877	3	0
MGI:2444885	3	0
MGI:2444892	3	0
MGI:2444894	3	0
MGI:2444896	1	0
MGI:2444899	3	0
MGI:2444908	3	0
MGI:2444909	3	0
MGI:2444913	1	0
MGI:2444915	3	0
MGI:2444918	3	0
MGI:2444920	9	4
MGI:2444924	3	0
MGI:2444929	3	0
MGI:2444930	3	0
MGI:2444932	3	0
MGI:2444936	3	0
MGI:2444937	3	0
MGI:2444946	1	0
MGI:2444948	3	0
MGI:2444951	1	0
MGI:2444953	3	0
MGI:2444964	3	0
MGI:2444967	3	0
MGI:2444971	3	0
MGI:2444972	3	0
MGI:2444974	3	0
MGI:2444979	1	0
MGI:2444982	3	0
MGI:2444986	3	0
MGI:2444987	3	0
MGI:2444988	3	0
MGI:2444989	27	13
MGI:2444994	3	0
MGI:2444999	3	0
MGI:2445002	3	0
MGI:2445010	3	0
MGI:2445011	3	0
MGI:2445012	3	0
MGI:2445016	3	0
MGI:2445017	3	0
MGI:2445023	3	0
MGI:2445024	3	0
MGI:2445026	3	0
MGI:2445030	3	0
MGI:2445042	3	0
MGI:2445044	1	0
MGI:2445046	3	0
MGI:2445050	3	0
MGI:2445057	3	0
MGI:2445061	3	0
MGI:2445062	2	0
MGI:2445063	3	0
MGI:2445069	2	0
MGI:2445071	3	0
MGI:2445079	3	0
MGI:2445080	3	0
MGI:2445083	3	0
MGI:2445084	3	0
MGI:2445099	3	0
MGI:2445101	3	0
MGI:2445106	3	0
MGI:2445108	3	0
MGI:2445111	3	0
MGI:2445112	3	0
MGI:2445118	3	0
MGI:2445126	6	5
MGI:2445127	3	0
MGI:2445134	3	0
MGI:2445136	3	0
MGI:2445137	3	0
MGI:2445139	3	0
MGI:2445142	3	0
MGI:2445144	3	0
MGI:2445145	3	0
MGI:2445146	3	0
MGI:2445150	3	0
MGI:2445151	3	0
MGI:2445152	3	0
MGI:2445154	4	3
MGI:2445155	3	0
MGI:2445162	3	0
MGI:2445168	2	0
MGI:2445174	3	0
MGI:2445176	3	0
MGI:2445178	2	0
MGI:2445180	3	0
MGI:2445184	3	0
MGI:2445192	3	0
MGI:2445194	3	0
MGI:2445197	3	0
MGI:2445199	3	0
MGI:2445205	3	0
MGI:2445209	3	0
MGI:2445211	3	0
MGI:2445212	3	0
MGI:2445216	3	0
MGI:2445218	3	0
MGI:2446120	1	0
MGI:2446126	1	0
MGI:2446138	1	0
MGI:2446139	1	0
MGI:2446143	1	0
MGI:2446144	2	0
MGI:2446176	5	4
MGI:2446212	3	0
MGI:2446215	1	0
MGI:2446240	1	0
MGI:2446270	3	0
MGI:2446273	3	0
MGI:2446274	1	0
MGI:2446285	1	0
MGI:2446584	3	0
MGI:2446776	3	0
MGI:2446780	3	0
MGI:2446781	3	0
MGI:2447164	2	1
MGI:2447165	1	0
MGI:2447166	2	1
MGI:2447313	3	2
MGI:2447765	1	0
MGI:2447768	2	0
MGI:2447770	3	0
MGI:2447771	3	0
MGI:2447772	3	0
MGI:2447773	1	0
MGI:2447814	3	0
MGI:2447818	3	0
MGI:2447819	3	0
MGI:2447822	3	0
MGI:2447823	3	0
MGI:2447824	3	0
MGI:2447826	3	0
MGI:2447834	1	0
MGI:2447860	3	1
MGI:2448375	15	14
MGI:2448478	3	0
MGI:2448487	2	0
MGI:2448493	3	0
MGI:2448496	3	0
MGI:2448514	2	0
MGI:2448533	2	0
MGI:2448540	3	0
MGI:2448549	5	4
MGI:2448555	2	0
MGI:2448566	3	0
MGI:2448573	2	0
MGI:2448585	3	0
MGI:2448587	2	0
MGI:2450125	1	0
MGI:2450270	3	0
MGI:2651383	3	0
MGI:2652397	2	0
MGI:2652816	1	0
MGI:2652828	3	0
MGI:2652837	3	0
MGI:2652842	3	0
MGI:2652849	3	0
MGI:2652854	3	0
MGI:2652856	3	0
MGI:2652857	3	0
MGI:2652858	3	0
MGI:2652869	1	0
MGI:2653790	3	0
MGI:2653800	3	0
MGI:2653802	3	0
MGI:2653805	3	0
MGI:2653811	3	0
MGI:2653833	12	9
MGI:2654705	3	0
MGI:2655107	1	0
MGI:2655157	3	0
MGI:2655401	2	0
MGI:2656842	1	0
MGI:2657115	2	0
MGI:2658851	7	5
MGI:2660674	2	1
MGI:2661061	6	5
MGI:2661311	1	0
MGI:2661338	4	0
MGI:2661384	3	0
MGI:2661719	3	0
MGI:2663233	2	0
MGI:2663511	1	0
MGI:2663619	2	0
MGI:2667167	1	0
MGI:2668031	1	0
MGI:2668032	3	0
MGI:2669033	1	0
MGI:2669313	3	0
MGI:2669829	2	0
MGI:2670959	1	0
MGI:2670964	2	1
MGI:2670966	3	0
MGI:2670968	3	0
MGI:2670975	3	0
MGI:2670982	3	0
MGI:2670983	3	0
MGI:2670984	1	0
MGI:2670985	3	0
MGI:2670995	3	0
MGI:2671003	1	0
MGI:2671018	3	0
MGI:2672032	2	0
MGI:2672935	1	0
MGI:2672983	1	0
MGI:2673128	10	8
MGI:2673965	3	0
MGI:2674071	3	0
MGI:2674085	1	0
MGI:2674130	3	1
MGI:2675077	1	0
MGI:2675292	2	0
MGI:2675349	3	0
MGI:2675377	1	0
MGI:2675468	3	0
MGI:2675492	3	2
MGI:2675858	3	0
MGI:2675860	3	0
MGI:2676309	3	0
MGI:2676394	1	0
MGI:2676395	1	0
MGI:2676627	4	3
MGI:2676835	12	11
MGI:2676921	2	0
MGI:2677270	1	0
MGI:2677839	3	0
MGI:2677965	2	0
MGI:2678025	7	0
MGI:2678085	1	0
MGI:2678949	3	0
MGI:2679002	3	0
MGI:2679007	1	0
MGI:2679256	1	0
MGI:2679261	3	0
MGI:2679264	3	0
MGI:2679266	3	0
MGI:2679267	3	0
MGI:2679294	10	0
MGI:2679522	3	0
MGI:2679715	3	0
MGI:2679716	3	0
MGI:2679717	3	0
MGI:2679718	1	0
MGI:2679923	1	0
MGI:2680221	1	0
MGI:2681000	3	0
MGI:2681124	1	0
MGI:2681166	3	0
MGI:2681273	2	1
MGI:2681280	1	0
MGI:2681841	1	0
MGI:2681845	1	0
MGI:2681846	2	1
MGI:2681852	3	0
MGI:2681859	3	0
MGI:2681860	1	0
MGI:2681861	3	0
MGI:2681870	1	0
MGI:2681872	3	0
MGI:2681875	2	0
MGI:2681879	2	1
MGI:2682292	3	0
MGI:2682293	2	0
MGI:2682298	1	0
MGI:2682312	3	0
MGI:2682320	2	0
MGI:2682939	1	0
MGI:2682940	1	0
MGI:2683536	3	0
MGI:2683537	4	2
MGI:2683538	2	1
MGI:2683561	3	0
MGI:2683857	3	0
MGI:2684283	3	0
MGI:2684729	4	3
MGI:2684851	3	0
MGI:2684855	3	0
MGI:2684867	2	0
MGI:2684868	3	0
MGI:2684872	3	0
MGI:2684890	1	0
MGI:2684893	1	0
MGI:2684896	1	0
MGI:2684899	3	0
MGI:2684912	1	0
MGI:2684915	3	0
MGI:2684916	1	0
MGI:2684921	3	0
MGI:2684931	2	0
MGI:2684933	1	0
MGI:2684934	3	0
MGI:2684940	3	0
MGI:2684943	3	0
MGI:2684945	3	0
MGI:2684947	9	5
MGI:2684949	1	0
MGI:2684952	2	0
MGI:2684955	1	0
MGI:2684965	2	0
MGI:2684967	1	0
MGI:2684968	1	0
MGI:2684974	2	0
MGI:2684977	1	0
MGI:2684980	1	0
MGI:2684982	3	0
MGI:2684990	1	0
MGI:2685012	3	0
MGI:2685014	3	0
MGI:2685018	2	0
MGI:2685030	3	0
MGI:2685048	3	0
MGI:2685061	1	0
MGI:2685062	1	0
MGI:2685092	3	0
MGI:2685095	1	0
MGI:2685097	3	0
MGI:2685107	3	1
MGI:2685109	1	0
MGI:2685110	2	0
MGI:2685114	6	4
MGI:2685122	2	0
MGI:2685127	2	0
MGI:2685158	3	0
MGI:2685169	3	0
MGI:2685174	3	2
MGI:2685199	2	0
MGI:2685201	1	0
MGI:2685208	3	0
MGI:2685210	1	0
MGI:2685212	4	3
MGI:2685214	2	0
MGI:2685221	3	0
MGI:2685223	1	0
MGI:2685228	1	0
MGI:2685229	1	0
MGI:2685231	3	0
MGI:2685234	3	0
MGI:2685236	1	0
MGI:2685256	3	0
MGI:2685264	1	0
MGI:2685267	3	1
MGI:2685274	3	0
MGI:2685281	1	0
MGI:2685282	1	0
MGI:2685284	1	0
MGI:2685285	3	0
MGI:2685286	3	0
MGI:2685287	2	0
MGI:2685290	2	0
MGI:2685292	3	0
MGI:2685293	3	0
MGI:2685300	3	0
MGI:2685304	3	0
MGI:2685313	3	0
MGI:2685327	3	0
MGI:2685344	1	0
MGI:2685365	2	0
MGI:2685370	3	0
MGI:2685371	3	0
MGI:2685373	3	0
MGI:2685374	3	0
MGI:2685376	3	0
MGI:2685378	3	0
MGI:2685380	3	0
MGI:2685382	3	0
MGI:2685383	1	0
MGI:2685386	2	0
MGI:2685392	3	0
MGI:2685394	3	0
MGI:2685396	3	0
MGI:2685399	3	0
MGI:2685403	3	0
MGI:2685404	3	0
MGI:2685406	3	0
MGI:2685407	3	1
MGI:2685409	3	0
MGI:2685410	3	0
MGI:2685412	4	2
MGI:2685413	3	0
MGI:2685414	3	0
MGI:2685418	4	2
MGI:2685420	4	3
MGI:2685422	1	0
MGI:2685426	1	0
MGI:2685430	3	0
MGI:2685433	1	0
MGI:2685434	3	0
MGI:2685436	3	0
MGI:2685438	1	0
MGI:2685441	2	0
MGI:2685443	3	0
MGI:2685452	2	1
MGI:2685455	3	0
MGI:2685460	3	0
MGI:2685464	3	0
MGI:2685466	1	0
MGI:2685469	3	0
MGI:2685471	2	0
MGI:2685474	3	0
MGI:2685476	2	0
MGI:2685477	2	0
MGI:2685478	2	0
MGI:2685490	1	0
MGI:2685494	3	0
MGI:2685505	1	0
MGI:2685508	3	0
MGI:2685510	3	0
MGI:2685515	1	0
MGI:2685517	3	0
MGI:2685520	3	0
MGI:2685530	2	0
MGI:2685533	3	0
MGI:2685534	2	0
MGI:2685538	3	0
MGI:2685539	3	0
MGI:2685551	2	0
MGI:2685552	3	0
MGI:2685557	1	0
MGI:2685571	3	0
MGI:2685575	1	0
MGI:2685586	3	0
MGI:2685587	2	0
MGI:2685588	3	0
MGI:2685593	3	0
MGI:2685595	1	0
MGI:2685598	3	0
MGI:2685600	3	0
MGI:2685601	3	0
MGI:2685606	3	0
MGI:2685611	3	0
MGI:2685617	3	0
MGI:2685619	1	0
MGI:2685621	3	0
MGI:2685630	3	0
MGI:2685651	3	0
MGI:2685652	3	0
MGI:2685653	3	0
MGI:2685654	3	0
MGI:2685655	3	0
MGI:2685657	3	0
MGI:2685661	3	0
MGI:2685662	3	0
MGI:2685664	3	1
MGI:2685669	3	0
MGI:2685671	3	0
MGI:2685672	3	0
MGI:2685675	3	0
MGI:2685676	3	0
MGI:2685677	3	0
MGI:2685679	3	0
MGI:2685681	3	0
MGI:2685683	1	0
MGI:2685685	3	0
MGI:2685687	3	0
MGI:2685688	3	0
MGI:2685692	3	1
MGI:2685700	2	0
MGI:2685713	3	0
MGI:2685720	2	1
MGI:2685730	3	0
MGI:2685735	2	0
MGI:2685737	3	0
MGI:2685744	3	0
MGI:2685750	3	0
MGI:2685751	3	0
MGI:2685752	3	0
MGI:2685766	3	0
MGI:2685767	1	0
MGI:2685779	3	0
MGI:2685781	1	0
MGI:2685784	1	0
MGI:2685787	2	0
MGI:2685790	1	0
MGI:2685795	3	0
MGI:2685802	3	0
MGI:2685806	1	0
MGI:2685808	1	0
MGI:2685810	1	0
MGI:2685812	3	0
MGI:2685813	3	0
MGI:2685815	4	3
MGI:2685819	3	0
MGI:2685830	1	0
MGI:2685831	3	0
MGI:2685841	2	0
MGI:2685842	1	0
MGI:2685849	3	0
MGI:2685852	2	0
MGI:2685862	2	1
MGI:2685863	3	0
MGI:2685871	2	0
MGI:2685873	2	0
MGI:2685874	3	1
MGI:2685880	1	0
MGI:2685881	3	0
MGI:2685889	3	0
MGI:2685891	2	0
MGI:2685897	3	0
MGI:2685903	2	0
MGI:2685907	3	0
MGI:2685916	3	0
MGI:2685917	2	0
MGI:2685920	3	0
MGI:2685924	1	0
MGI:2685928	3	0
MGI:2685942	3	0
MGI:2685952	3	0
MGI:2685956	1	0
MGI:2685960	1	0
MGI:2685966	2	0
MGI:2685969	1	0
MGI:2685972	3	1
MGI:2685986	1	0
MGI:2685987	2	0
MGI:2685988	3	0
MGI:2685989	3	0
MGI:2685999	3	0
MGI:2686003	2	0
MGI:2686021	4	3
MGI:2686040	1	0
MGI:2686053	3	0
MGI:2686159	8	7
MGI:2686168	3	0
MGI:2686176	3	0
MGI:2686178	2	1
MGI:2686183	3	0
MGI:2686209	1	0
MGI:2686212	2	0
MGI:2686275	3	0
MGI:2686277	1	0
MGI:2686292	3	0
MGI:2686293	3	0
MGI:2686319	3	0
MGI:2686373	1	0
MGI:2686384	2	0
MGI:2686394	1	0
MGI:2686395	3	0
MGI:2686399	3	0
MGI:2686405	3	0
MGI:2686414	3	0
MGI:2686433	3	0
MGI:2686435	3	0
MGI:2686446	3	0
MGI:2686450	3	0
MGI:2686459	3	0
MGI:2686460	2	0
MGI:2686464	3	0
MGI:2686470	3	0
MGI:2686473	3	0
MGI:2686477	3	0
MGI:2686479	3	0
MGI:2686486	3	0
MGI:2686488	3	0
MGI:2686493	3	0
MGI:2686494	3	0
MGI:2686499	3	0
MGI:2686503	3	0
MGI:2686507	3	0
MGI:2686513	3	0
MGI:2686516	3	0
MGI:2686519	3	0
MGI:2686525	1	0
MGI:2686532	1	0
MGI:2686534	3	0
MGI:2686541	3	0
MGI:2686543	3	0
MGI:2686544	3	0
MGI:2686558	3	0
MGI:2686561	3	0
MGI:2686566	3	0
MGI:2686598	3	0
MGI:2686927	3	0
MGI:2686976	1	0
MGI:2687008	1	0
MGI:2687009	3	0
MGI:2687041	1	0
MGI:2687042	1	0
MGI:2687054	2	0
MGI:2687280	3	0
MGI:2687281	2	0
MGI:2687282	1	0
MGI:3026880	2	0
MGI:3026882	2	0
MGI:3026884	1	0
MGI:3026886	1	0
MGI:3026913	3	0
MGI:3026917	3	0
MGI:3026919	3	0
MGI:3026920	3	0
MGI:3026921	3	0
MGI:3026922	3	0
MGI:3026923	3	0
MGI:3026924	2	0
MGI:3026926	3	0
MGI:3026927	3	0
MGI:3026929	3	0
MGI:3026932	3	0
MGI:3026933	3	0
MGI:3026934	3	0
MGI:3026935	3	0
MGI:3026937	3	0
MGI:3026938	3	0
MGI:3026940	3	0
MGI:3026941	3	0
MGI:3026942	3	0
MGI:3026943	3	0
MGI:3026945	3	0
MGI:3026946	3	0
MGI:3026947	3	0
MGI:3026948	3	0
MGI:3026949	3	0
MGI:3026951	3	0
MGI:3026952	3	0
MGI:3026953	3	0
MGI:3026955	3	0
MGI:3026956	3	0
MGI:3026958	3	0
MGI:3026960	3	0
MGI:3026961	3	0
MGI:3026962	3	0
MGI:3026964	3	0
MGI:3026967	3	0
MGI:3026970	3	0
MGI:3026972	3	0
MGI:3026973	3	0
MGI:3026974	3	0
MGI:3026975	3	0
MGI:3026976	3	0
MGI:3026977	3	0
MGI:3026981	3	0
MGI:3026985	3	0
MGI:3026986	3	0
MGI:3026987	3	0
MGI:3026989	3	0
MGI:3026990	3	0
MGI:3026991	3	0
MGI:3026993	3	0
MGI:3026994	3	0
MGI:3026995	3	0
MGI:3026996	3	0
MGI:3026999	3	0
MGI:3027000	3	0
MGI:3027003	2	0
MGI:3027004	3	0
MGI:3027005	3	0
MGI:3027006	3	0
MGI:3027124	3	0
MGI:3028027	3	0
MGI:3028028	3	0
MGI:3028029	3	0
MGI:3028030	3	0
MGI:3028031	3	0
MGI:3028032	3	0
MGI:3028033	3	0
MGI:3028034	3	0
MGI:3028036	3	0
MGI:3028037	3	0
MGI:3028038	3	0
MGI:3028039	3	0
MGI:3028041	3	0
MGI:3028043	3	0
MGI:3028044	3	0
MGI:3028046	3	0
MGI:3028047	3	0
MGI:3028048	3	0
MGI:3028049	3	0
MGI:3028050	3	0
MGI:3028051	1	0
MGI:3028052	3	0
MGI:3028053	3	0
MGI:3028054	3	0
MGI:3028056	3	0
MGI:3028057	3	0
MGI:3028058	3	0
MGI:3028059	3	0
MGI:3028060	3	0
MGI:3028061	3	0
MGI:3028062	3	0
MGI:3028063	3	0
MGI:3028064	3	0
MGI:3028065	3	0
MGI:3028066	3	0
MGI:3028067	3	0
MGI:3028068	3	0
MGI:3028069	3	0
MGI:3028070	3	0
MGI:3028071	3	0
MGI:3028072	3	0
MGI:3028073	3	0
MGI:3028074	3	0
MGI:3028076	3	0
MGI:3028078	3	0
MGI:3028079	3	0
MGI:3028080	3	0
MGI:3028081	3	0
MGI:3028082	3	0
MGI:3028084	3	0
MGI:3028086	3	0
MGI:3028590	12	11
MGI:3028611	3	0
MGI:3028627	2	0
MGI:3028921	1	0
MGI:3029152	4	0
MGI:3029293	3	0
MGI:3029294	3	0
MGI:3029301	3	0
MGI:3029302	3	0
MGI:3029303	3	0
MGI:3029304	3	0
MGI:3029305	3	0
MGI:3030026	4	0
MGI:3030031	4	0
MGI:3030059	4	0
MGI:3030169	4	0
MGI:3030197	4	0
MGI:3030255	4	0
MGI:3030305	4	0
MGI:3030497	4	0
MGI:3030498	4	0
MGI:3030598	4	0
MGI:3030600	4	0
MGI:3030607	1	0
MGI:3030613	4	0
MGI:3030742	4	0
MGI:3030749	4	0
MGI:3030770	4	0
MGI:3030844	4	0
MGI:3030894	4	0
MGI:3031011	4	0
MGI:3031107	4	0
MGI:3031127	4	0
MGI:3032524	2	0
MGI:3033168	3	0
MGI:3033174	3	0
MGI:3033193	3	0
MGI:3033470	3	0
MGI:3033471	3	0
MGI:3033472	3	0
MGI:3033473	3	0
MGI:3033474	3	0
MGI:3033475	3	0
MGI:3033476	3	0
MGI:3033478	3	0
MGI:3033479	3	0
MGI:3033480	3	0
MGI:3033481	3	0
MGI:3033482	3	0
MGI:3033483	3	0
MGI:3033484	3	0
MGI:3033485	3	0
MGI:3033486	3	0
MGI:3033487	3	0
MGI:3033488	3	0
MGI:3033490	3	0
MGI:3033491	3	0
MGI:3033850	3	0
MGI:3034216	3	0
MGI:3034336	3	0
MGI:3034595	3	0
MGI:3034641	3	0
MGI:3034723	2	0
MGI:3034820	3	0
MGI:3034888	3	0
MGI:3035227	2	0
MGI:3035485	3	0
MGI:3036227	3	0
MGI:3036228	3	0
MGI:3036232	3	0
MGI:3036237	2	0
MGI:3036238	1	0
MGI:3036239	3	0
MGI:3036240	1	0
MGI:3036245	7	6
MGI:3036248	1	0
MGI:3036249	3	0
MGI:3036259	3	0
MGI:3036260	1	0
MGI:3036261	2	0
MGI:3036267	1	0
MGI:3036268	13	10
MGI:3036277	3	0
MGI:3036279	3	0
MGI:3036282	1	0
MGI:3036287	3	0
MGI:3036290	3	0
MGI:3037424	3	0
MGI:3037654	3	0
MGI:3037766	3	0
MGI:3039561	2	0
MGI:3039565	3	0
MGI:3039566	3	0
MGI:3039567	1	0
MGI:3039568	3	0
MGI:3039570	3	0
MGI:3039575	3	0
MGI:3039577	3	0
MGI:3039583	3	0
MGI:3039584	3	0
MGI:3039585	3	0
MGI:3039587	3	0
MGI:3039588	3	0
MGI:3039592	1	0
MGI:3039594	1	0
MGI:3039596	3	0
MGI:3039597	3	0
MGI:3039598	3	0
MGI:3039599	3	0
MGI:3039604	3	0
MGI:3039606	3	0
MGI:3039610	3	0
MGI:3039611	3	0
MGI:3039612	3	0
MGI:3039619	9	7
MGI:3039621	3	0
MGI:3039622	3	0
MGI:3039623	1	0
MGI:3039626	3	0
MGI:3039631	3	0
MGI:3039634	3	0
MGI:3039636	3	0
MGI:3039639	3	0
MGI:3039640	3	0
MGI:3040670	3	0
MGI:3040675	3	0
MGI:3040676	3	0
MGI:3040677	1	0
MGI:3040681	3	0
MGI:3040682	3	0
MGI:3040685	3	0
MGI:3040687	2	0
MGI:3040690	3	0
MGI:3040697	1	0
MGI:3040699	1	0
MGI:3040710	3	0
MGI:3040711	3	0
MGI:3040796	3	0
MGI:3040798	3	0
MGI:3040924	3	0
MGI:3041156	3	0
MGI:3041157	1	0
MGI:3041158	3	0
MGI:3041160	3	0
MGI:3041161	3	0
MGI:3041166	3	0
MGI:3041168	3	0
MGI:3041171	3	0
MGI:3041172	2	0
MGI:3041175	3	0
MGI:3041176	3	0
MGI:3041178	3	0
MGI:3041181	3	0
MGI:3041182	3	0
MGI:3041183	3	0
MGI:3041184	3	0
MGI:3041185	3	0
MGI:3041186	3	0
MGI:3041188	3	0
MGI:3041189	3	0
MGI:3041192	3	0
MGI:3041194	3	0
MGI:3041196	2	0
MGI:3041198	3	0
MGI:3041200	3	0
MGI:3041202	3	0
MGI:3041204	3	0
MGI:3041205	3	0
MGI:3041207	3	0
MGI:3041208	3	0
MGI:3041209	3	0
MGI:3041210	3	0
MGI:3041212	3	0
MGI:3041213	3	0
MGI:3041214	3	0
MGI:3041215	3	0
MGI:3041216	3	0
MGI:3041220	3	0
MGI:3041221	3	0
MGI:3041222	3	0
MGI:3041223	3	0
MGI:3041224	3	0
MGI:3041228	3	0
MGI:3041229	3	0
MGI:3041230	3	0
MGI:3041231	3	0
MGI:3041232	3	0
MGI:3041234	3	0
MGI:3041235	1	0
MGI:3041236	3	0
MGI:3041239	3	0
MGI:3041240	3	0
MGI:3041241	3	0
MGI:3041245	3	0
MGI:3041246	3	0
MGI:3041247	3	0
MGI:3041248	3	0
MGI:3041249	3	0
MGI:3041250	3	0
MGI:3041251	3	0
MGI:3041253	3	0
