subject	../../../mgi_import_qc/11_11_2021/go_cam_mgi_file1.gpad	../../../mgi_import_qc/11_11_2021/noctua_merged_file2.gpad
MGI:1921560	3	0
MGI:1921561	3	0
MGI:1921564	3	0
MGI:1921577	3	0
MGI:1921578	3	0
MGI:1921579	1	0
MGI:1921583	3	0
MGI:1921586	1	0
MGI:1921587	2	0
MGI:1921598	3	0
MGI:1921599	1	0
MGI:1921600	3	0
MGI:1921606	3	0
MGI:1921611	3	0
MGI:1921613	3	0
MGI:1921614	3	0
MGI:1921616	3	0
MGI:1921617	3	0
MGI:1921625	2	0
MGI:1921626	6	5
MGI:1921630	3	0
MGI:1921631	3	0
MGI:1921632	3	0
MGI:1921634	3	0
MGI:1921636	6	5
MGI:1921637	3	0
MGI:1921639	3	0
MGI:1921640	3	0
MGI:1921644	3	0
MGI:1921646	3	0
MGI:1921651	1	0
MGI:1921653	3	0
MGI:1921654	3	0
MGI:1921659	1	0
MGI:1921665	3	0
MGI:1921668	3	0
MGI:1921670	3	0
MGI:1921673	3	0
MGI:1921675	3	0
MGI:1921676	3	0
MGI:1921677	3	2
MGI:1921682	3	0
MGI:1921685	3	0
MGI:1921687	1	0
MGI:1921695	3	0
MGI:1921696	1	0
MGI:1921699	3	0
MGI:1921702	3	0
MGI:1921703	12	0
MGI:1921704	3	0
MGI:1921706	3	0
MGI:1921708	3	0
MGI:1921711	3	0
MGI:1921716	3	0
MGI:1921721	3	0
MGI:1921722	2	0
MGI:1921723	3	0
MGI:1921724	3	0
MGI:1921725	3	0
MGI:1921726	3	0
MGI:1921727	1	0
MGI:1921728	2	0
MGI:1921732	1	0
MGI:1921735	3	0
MGI:1921737	3	0
MGI:1921739	3	0
MGI:1921741	3	0
MGI:1921750	3	0
MGI:1921752	3	0
MGI:1921757	3	0
MGI:1921759	3	0
MGI:1921761	1	0
MGI:1921766	3	0
MGI:1921767	3	0
MGI:1921768	3	0
MGI:1921775	3	0
MGI:1921779	3	0
MGI:1921780	3	0
MGI:1921781	3	0
MGI:1921784	3	0
MGI:1921786	3	0
MGI:1921788	3	0
MGI:1921789	3	0
MGI:1921791	3	0
MGI:1921792	3	0
MGI:1921794	2	0
MGI:1921795	3	0
MGI:1921797	3	0
MGI:1921800	3	0
MGI:1921802	2	0
MGI:1921804	3	0
MGI:1921805	3	0
MGI:1921806	1	0
MGI:1921808	3	0
MGI:1921810	3	0
MGI:1921812	2	0
MGI:1921817	3	0
MGI:1921819	1	0
MGI:1921821	4	3
MGI:1921825	3	0
MGI:1921826	3	0
MGI:1921828	3	0
MGI:1921829	3	0
MGI:1921833	3	0
MGI:1921834	3	0
MGI:1921836	3	0
MGI:1921837	3	0
MGI:1921840	2	1
MGI:1921844	3	0
MGI:1921847	3	0
MGI:1921852	3	0
MGI:1921854	3	0
MGI:1921857	3	0
MGI:1921862	3	0
MGI:1921863	3	0
MGI:1921864	3	1
MGI:1921866	1	0
MGI:1921869	3	0
MGI:1921871	3	0
MGI:1921872	3	0
MGI:1921874	3	0
MGI:1921876	3	0
MGI:1921877	3	0
MGI:1921878	3	0
MGI:1921879	3	0
MGI:1921880	3	0
MGI:1921882	3	0
MGI:1921883	3	0
MGI:1921884	3	0
MGI:1921885	3	0
MGI:1921889	3	0
MGI:1921890	3	0
MGI:1921891	3	0
MGI:1921893	3	0
MGI:1921894	3	0
MGI:1921897	3	0
MGI:1921898	1	0
MGI:1921900	3	0
MGI:1921901	3	0
MGI:1921902	3	0
MGI:1921904	3	0
MGI:1921908	3	0
MGI:1921910	3	0
MGI:1921911	3	0
MGI:1921913	2	0
MGI:1921914	3	0
MGI:1921915	2	1
MGI:1921917	3	0
MGI:1921921	3	0
MGI:1921922	3	0
MGI:1921923	1	0
MGI:1921926	3	0
MGI:1921928	3	0
MGI:1921930	3	0
MGI:1921931	3	0
MGI:1921933	3	0
MGI:1921934	2	0
MGI:1921935	3	0
MGI:1921937	3	0
MGI:1921938	3	0
MGI:1921939	3	0
MGI:1921942	3	0
MGI:1921943	3	0
MGI:1921945	3	0
MGI:1921946	3	0
MGI:1921950	3	0
MGI:1921952	3	0
MGI:1921954	3	0
MGI:1921955	3	0
MGI:1921956	3	0
MGI:1921957	3	0
MGI:1921959	3	0
MGI:1921960	3	0
MGI:1921962	3	0
MGI:1921963	3	0
MGI:1921964	3	0
MGI:1921965	3	0
MGI:1921967	2	0
MGI:1921970	4	2
MGI:1921971	3	0
MGI:1921972	3	0
MGI:1921974	3	0
MGI:1921975	3	0
MGI:1921976	3	0
MGI:1921977	3	0
MGI:1921978	3	0
MGI:1921981	1	0
MGI:1921983	3	0
MGI:1921989	3	0
MGI:1921992	3	0
MGI:1921993	3	0
MGI:1921994	3	0
MGI:1921996	3	0
MGI:1921999	3	0
MGI:1922000	3	0
MGI:1922003	1	0
MGI:1922006	3	0
MGI:1922007	3	0
MGI:1922008	1	0
MGI:1922011	2	0
MGI:1922014	3	0
MGI:1922016	1	0
MGI:1922039	3	0
MGI:1922047	3	0
MGI:1922048	3	0
MGI:1922053	3	0
MGI:1922055	3	0
MGI:1922087	3	0
MGI:1922092	3	0
MGI:1922093	3	0
MGI:1922094	3	0
MGI:1922095	3	0
MGI:1922096	3	0
MGI:1922098	3	0
MGI:1922099	3	0
MGI:1922102	3	0
MGI:1922105	3	0
MGI:1922106	3	0
MGI:1922107	3	0
MGI:1922108	3	0
MGI:1922109	3	0
MGI:1922112	3	0
MGI:1922113	3	0
MGI:1922114	3	0
MGI:1922117	3	0
MGI:1922119	3	0
MGI:1922122	3	0
MGI:1922123	3	0
MGI:1922124	3	0
MGI:1922126	3	0
MGI:1922127	3	0
MGI:1922129	3	0
MGI:1922130	3	0
MGI:1922131	3	0
MGI:1922132	3	0
MGI:1922133	3	0
MGI:1922134	3	0
MGI:1922135	3	0
MGI:1922136	3	0
MGI:1922137	3	0
MGI:1922138	3	0
MGI:1922140	2	0
MGI:1922141	3	0
MGI:1922142	3	0
MGI:1922143	3	0
MGI:1922144	3	0
MGI:1922145	1	0
MGI:1922147	3	0
MGI:1922148	3	0
MGI:1922150	3	0
MGI:1922151	3	0
MGI:1922152	3	0
MGI:1922154	3	0
MGI:1922155	3	0
MGI:1922156	3	0
MGI:1922157	3	0
MGI:1922159	3	0
MGI:1922160	3	0
MGI:1922161	3	0
MGI:1922162	3	0
MGI:1922164	3	0
MGI:1922167	3	0
MGI:1922168	2	0
MGI:1922171	3	0
MGI:1922173	3	0
MGI:1922175	3	0
MGI:1922176	3	0
MGI:1922178	3	0
MGI:1922179	3	0
MGI:1922180	3	0
MGI:1922181	3	0
MGI:1922182	3	0
MGI:1922183	3	0
MGI:1922185	3	0
MGI:1922186	3	0
MGI:1922187	3	0
MGI:1922188	3	0
MGI:1922189	3	0
MGI:1922190	3	0
MGI:1922192	3	0
MGI:1922195	3	0
MGI:1922199	3	0
MGI:1922201	3	0
MGI:1922203	3	0
MGI:1922204	3	0
MGI:1922206	3	0
MGI:1922207	3	0
MGI:1922208	4	0
MGI:1922213	3	0
MGI:1922215	3	0
MGI:1922217	3	0
MGI:1922218	3	0
MGI:1922219	3	0
MGI:1922220	3	0
MGI:1922221	3	0
MGI:1922222	3	0
MGI:1922223	3	0
MGI:1922224	3	0
MGI:1922225	3	0
MGI:1922226	3	0
MGI:1922228	1	0
MGI:1922230	3	0
MGI:1922231	3	0
MGI:1922233	3	0
MGI:1922234	3	0
MGI:1922236	3	0
MGI:1922237	1	0
MGI:1922238	3	0
MGI:1922239	3	0
MGI:1922240	3	0
MGI:1922241	3	0
MGI:1922242	3	0
MGI:1922245	3	0
MGI:1922247	2	0
MGI:1922251	3	0
MGI:1922252	4	3
MGI:1922254	3	0
MGI:1922256	3	0
MGI:1922261	3	0
MGI:1922262	3	0
MGI:1922263	3	0
MGI:1922266	3	0
MGI:1922267	3	0
MGI:1922268	3	0
MGI:1922269	5	4
MGI:1922270	3	0
MGI:1922271	3	0
MGI:1922272	3	0
MGI:1922273	3	0
MGI:1922275	3	0
MGI:1922276	3	0
MGI:1922278	3	0
MGI:1922282	3	0
MGI:1922287	3	0
MGI:1922289	3	0
MGI:1922290	3	0
MGI:1922293	3	0
MGI:1922294	3	0
MGI:1922295	3	0
MGI:1922297	3	0
MGI:1922298	3	0
MGI:1922299	3	0
MGI:1922302	3	0
MGI:1922303	3	0
MGI:1922304	3	0
MGI:1922305	3	0
MGI:1922306	3	0
MGI:1922307	3	0
MGI:1922308	3	0
MGI:1922309	3	0
MGI:1922310	3	0
MGI:1922313	3	0
MGI:1922316	3	0
MGI:1922317	3	0
MGI:1922318	3	0
MGI:1922319	3	0
MGI:1922321	1	0
MGI:1922323	3	0
MGI:1922325	3	0
MGI:1922326	3	0
MGI:1922327	3	0
MGI:1922330	3	0
MGI:1922332	3	0
MGI:1922334	3	0
MGI:1922335	3	0
MGI:1922336	3	0
MGI:1922337	3	0
MGI:1922338	3	0
MGI:1922340	3	0
MGI:1922341	3	0
MGI:1922344	3	0
MGI:1922345	3	0
MGI:1922346	3	0
MGI:1922349	3	0
MGI:1922350	3	0
MGI:1922352	3	0
MGI:1922353	3	0
MGI:1922357	3	0
MGI:1922358	3	0
MGI:1922360	3	0
MGI:1922361	3	0
MGI:1922364	3	0
MGI:1922365	3	0
MGI:1922366	3	0
MGI:1922367	3	0
MGI:1922370	3	0
MGI:1922371	3	0
MGI:1922372	3	0
MGI:1922373	3	0
MGI:1922375	3	0
MGI:1922378	3	0
MGI:1922379	3	0
MGI:1922381	3	0
MGI:1922383	3	0
MGI:1922385	3	0
MGI:1922386	2	0
MGI:1922388	3	0
MGI:1922389	3	0
MGI:1922395	3	0
MGI:1922396	3	0
MGI:1922398	3	0
MGI:1922399	3	0
MGI:1922400	3	0
MGI:1922401	3	0
MGI:1922402	3	0
MGI:1922404	3	0
MGI:1922405	3	0
MGI:1922409	3	0
MGI:1922410	3	0
MGI:1922411	3	0
MGI:1922412	3	0
MGI:1922413	3	0
MGI:1922414	3	0
MGI:1922416	3	0
MGI:1922417	3	0
MGI:1922418	3	0
MGI:1922419	3	0
MGI:1922420	3	0
MGI:1922422	2	0
MGI:1922423	2	0
MGI:1922424	3	0
MGI:1922425	3	0
MGI:1922426	3	0
MGI:1922427	3	0
MGI:1922432	3	0
MGI:1922433	3	0
MGI:1922435	1	0
MGI:1922437	3	0
MGI:1922439	3	0
MGI:1922440	3	0
MGI:1922441	3	0
MGI:1922443	3	0
MGI:1922444	3	0
MGI:1922445	3	0
MGI:1922446	3	2
MGI:1922447	3	0
MGI:1922448	3	0
MGI:1922452	3	2
MGI:1922453	3	0
MGI:1922455	3	0
MGI:1922457	3	0
MGI:1922458	3	0
MGI:1922460	2	0
MGI:1922461	3	0
MGI:1922463	3	0
MGI:1922464	1	0
MGI:1922466	1	0
MGI:1922468	3	0
MGI:1922470	3	0
MGI:1922473	3	0
MGI:1922474	3	0
MGI:1922475	3	0
MGI:1922476	3	0
MGI:1922477	3	0
MGI:1922478	3	0
MGI:1922481	3	0
MGI:1922483	3	0
MGI:1922484	3	2
MGI:1922486	3	0
MGI:1922487	3	0
MGI:1922489	3	0
MGI:1922492	3	0
MGI:1922493	3	0
MGI:1922494	3	0
MGI:1922495	3	0
MGI:1922496	3	0
MGI:1922497	3	0
MGI:1922499	3	0
MGI:1922500	3	0
MGI:1922502	3	0
MGI:1922503	3	0
MGI:1922505	3	0
MGI:1922506	3	0
MGI:1922508	3	0
MGI:1922509	3	0
MGI:1922510	3	0
MGI:1922511	3	0
MGI:1922512	3	0
MGI:1922513	3	0
MGI:1922514	3	0
MGI:1922518	3	0
MGI:1922519	3	0
MGI:1922520	3	0
MGI:1922522	3	0
MGI:1922524	3	0
MGI:1922525	3	0
MGI:1922527	3	0
MGI:1922528	3	0
MGI:1922529	3	0
MGI:1922530	3	0
MGI:1922531	3	0
MGI:1922532	3	0
MGI:1922533	3	0
MGI:1922535	3	0
MGI:1922536	3	0
MGI:1922537	3	0
MGI:1922538	3	0
MGI:1922540	3	0
MGI:1922545	3	0
MGI:1922547	3	0
MGI:1922549	3	0
MGI:1922550	3	0
MGI:1922551	3	0
MGI:1922552	10	0
MGI:1922553	3	0
MGI:1922554	3	0
MGI:1922555	1	0
MGI:1922556	3	0
MGI:1922558	3	0
MGI:1922559	3	0
MGI:1922560	3	0
MGI:1922563	3	0
MGI:1922564	3	0
MGI:1922565	3	0
MGI:1922566	1	0
MGI:1922568	3	0
MGI:1922569	3	0
MGI:1922571	3	0
MGI:1922572	3	0
MGI:1922573	3	0
MGI:1922574	3	0
MGI:1922575	3	0
MGI:1922576	3	0
MGI:1922578	3	0
MGI:1922580	3	0
MGI:1922582	3	0
MGI:1922583	3	0
MGI:1922585	3	0
MGI:1922587	3	0
MGI:1922590	3	0
MGI:1922591	3	0
MGI:1922592	3	0
MGI:1922593	3	0
MGI:1922597	3	0
MGI:1922599	3	0
MGI:1922600	3	0
MGI:1922601	3	0
MGI:1922603	3	0
MGI:1922604	3	0
MGI:1922605	3	0
MGI:1922607	3	0
MGI:1922608	3	0
MGI:1922609	3	0
MGI:1922610	3	0
MGI:1922611	3	0
MGI:1922614	3	0
MGI:1922617	3	0
MGI:1922618	3	0
MGI:1922619	3	0
MGI:1922620	3	0
MGI:1922623	3	0
MGI:1922624	3	0
MGI:1922625	3	0
MGI:1922627	3	0
MGI:1922628	3	0
MGI:1922629	3	0
MGI:1922630	3	0
MGI:1922631	3	0
MGI:1922633	3	0
MGI:1922634	3	0
MGI:1922635	3	0
MGI:1922636	3	0
MGI:1922639	3	0
MGI:1922644	3	0
MGI:1922646	1	0
MGI:1922649	3	0
MGI:1922652	3	0
MGI:1922653	3	0
MGI:1922654	1	0
MGI:1922655	3	0
MGI:1922661	3	0
MGI:1922668	3	0
MGI:1922675	1	0
MGI:1922678	3	0
MGI:1922680	1	0
MGI:1922681	3	0
MGI:1922682	3	0
MGI:1922683	3	0
MGI:1922684	2	0
MGI:1922687	2	0
MGI:1922688	3	0
MGI:1922689	3	0
MGI:1922690	3	0
MGI:1922692	3	0
MGI:1922693	3	0
MGI:1922694	3	0
MGI:1922695	3	0
MGI:1922698	3	0
MGI:1922699	3	0
MGI:1922701	3	0
MGI:1922703	3	0
MGI:1922712	3	0
MGI:1922713	3	0
MGI:1922714	3	0
MGI:1922719	3	0
MGI:1922720	2	0
MGI:1922726	3	0
MGI:1922729	3	0
MGI:1922730	3	0
MGI:1922732	2	0
MGI:1922734	3	0
MGI:1922735	3	0
MGI:1922737	3	0
MGI:1922738	3	0
MGI:1922739	3	0
MGI:1922741	3	0
MGI:1922742	3	0
MGI:1922743	3	0
MGI:1922744	3	0
MGI:1922745	3	0
MGI:1922746	3	0
MGI:1922748	3	0
MGI:1922750	3	0
MGI:1922751	3	0
MGI:1922755	3	0
MGI:1922756	3	0
MGI:1922758	3	0
MGI:1922759	3	0
MGI:1922760	1	0
MGI:1922766	3	0
MGI:1922767	3	0
MGI:1922768	3	0
MGI:1922769	3	0
MGI:1922770	3	0
MGI:1922771	3	0
MGI:1922772	3	0
MGI:1922774	3	0
MGI:1922775	3	0
MGI:1922776	3	2
MGI:1922777	3	0
MGI:1922778	3	0
MGI:1922779	3	0
MGI:1922780	2	1
MGI:1922781	3	0
MGI:1922782	3	0
MGI:1922784	3	0
MGI:1922785	3	0
MGI:1922786	3	0
MGI:1922788	2	0
MGI:1922789	3	0
MGI:1922792	3	0
MGI:1922793	3	0
MGI:1922794	3	0
MGI:1922796	3	0
MGI:1922799	3	0
MGI:1922804	3	0
MGI:1922806	1	0
MGI:1922807	3	0
MGI:1922808	3	0
MGI:1922811	3	0
MGI:1922812	3	0
MGI:1922817	3	0
MGI:1922818	2	0
MGI:1922819	3	0
MGI:1922821	3	0
MGI:1922823	3	0
MGI:1922826	3	0
MGI:1922827	1	0
MGI:1922829	3	0
MGI:1922831	1	0
MGI:1922833	1	0
MGI:1922834	3	0
MGI:1922836	2	0
MGI:1922838	3	0
MGI:1922839	3	0
MGI:1922845	2	0
MGI:1922851	3	0
MGI:1922852	3	0
MGI:1922853	1	0
MGI:1922856	3	0
MGI:1922859	3	0
MGI:1922860	3	0
MGI:1922864	3	0
MGI:1922866	3	0
MGI:1922873	2	0
MGI:1922875	1	0
MGI:1922878	3	0
MGI:1922879	3	0
MGI:1922880	3	0
MGI:1922881	3	0
MGI:1922882	3	0
MGI:1922883	3	0
MGI:1922884	3	0
MGI:1922886	3	0
MGI:1922887	3	0
MGI:1922888	3	0
MGI:1922889	3	0
MGI:1922890	3	0
MGI:1922894	3	0
MGI:1922895	2	0
MGI:1922897	3	0
MGI:1922899	3	0
MGI:1922903	3	0
MGI:1922904	3	0
MGI:1922905	3	0
MGI:1922906	3	0
MGI:1922910	1	0
MGI:1922912	3	0
MGI:1922917	2	0
MGI:1922918	2	0
MGI:1922921	3	1
MGI:1922930	3	0
MGI:1922931	3	0
MGI:1922933	3	0
MGI:1922935	3	0
MGI:1922939	1	0
MGI:1922940	2	0
MGI:1922942	1	0
MGI:1922943	3	0
MGI:1922944	3	0
MGI:1922948	1	0
MGI:1922951	3	0
MGI:1922956	1	0
MGI:1922962	1	0
MGI:1922968	3	0
MGI:1922971	3	0
MGI:1922972	3	0
MGI:1922974	3	0
MGI:1922976	3	0
MGI:1922977	3	0
MGI:1922979	3	0
MGI:1922982	2	0
MGI:1922988	3	0
MGI:1922990	2	0
MGI:1922992	3	0
MGI:1922996	1	0
MGI:1923004	3	0
MGI:1923005	3	0
MGI:1923008	3	0
MGI:1923009	3	0
MGI:1923013	2	0
MGI:1923018	3	0
MGI:1923024	3	0
MGI:1923025	3	0
MGI:1923027	2	0
MGI:1923029	3	0
MGI:1923031	3	0
MGI:1923033	3	0
MGI:1923034	3	0
MGI:1923039	3	0
MGI:1923042	3	0
MGI:1923044	3	0
MGI:1923045	3	0
MGI:1923047	3	0
MGI:1923049	3	0
MGI:1923050	3	0
MGI:1923051	1	0
MGI:1923052	3	0
MGI:1923054	3	0
MGI:1923056	3	0
MGI:1923057	3	0
MGI:1923058	3	0
MGI:1923059	3	0
MGI:1923063	3	0
MGI:1923064	3	0
MGI:1923065	3	0
MGI:1923066	3	0
MGI:1923068	3	0
MGI:1923069	3	0
MGI:1923070	3	0
MGI:1923072	3	0
MGI:1923073	3	0
MGI:1923075	3	0
MGI:1923077	3	0
MGI:1923079	2	0
MGI:1923080	3	0
MGI:1923081	3	0
MGI:1923083	3	0
MGI:1923086	3	0
MGI:1923088	3	0
MGI:1923090	3	0
MGI:1923092	3	0
MGI:1923093	3	0
MGI:1923094	3	0
MGI:1923095	3	0
MGI:1923098	3	0
MGI:1923100	3	0
MGI:1923102	3	0
MGI:1923103	3	0
MGI:1923104	3	0
MGI:1923105	3	0
MGI:1923106	3	0
MGI:1923107	3	0
MGI:1923110	2	0
MGI:1923111	3	0
MGI:1923112	3	0
MGI:1923114	3	0
MGI:1923116	3	0
MGI:1923118	3	0
MGI:1923122	3	0
MGI:1923123	3	0
MGI:1923126	3	0
MGI:1923127	3	0
MGI:1923128	3	0
MGI:1923129	3	0
MGI:1923130	3	0
MGI:1923131	3	0
MGI:1923132	3	0
MGI:1923133	3	0
MGI:1923134	3	0
MGI:1923135	3	0
MGI:1923137	3	0
MGI:1923138	3	0
MGI:1923142	3	0
MGI:1923143	3	0
MGI:1923144	1	0
MGI:1923146	3	0
MGI:1923150	3	0
MGI:1923151	7	6
MGI:1923152	3	0
MGI:1923153	3	0
MGI:1923154	3	0
MGI:1923155	2	0
MGI:1923156	2	0
MGI:1923158	3	0
MGI:1923159	3	2
MGI:1923160	3	0
MGI:1923162	3	0
MGI:1923163	3	0
MGI:1923164	1	0
MGI:1923165	3	0
MGI:1923166	3	0
MGI:1923167	3	0
MGI:1923168	3	0
MGI:1923169	3	0
MGI:1923170	3	0
MGI:1923171	3	0
MGI:1923174	3	0
MGI:1923177	3	0
MGI:1923179	3	0
MGI:1923181	3	0
MGI:1923182	3	0
MGI:1923184	3	0
MGI:1923187	3	0
MGI:1923188	3	0
MGI:1923189	3	0
MGI:1923191	3	0
MGI:1923192	3	0
MGI:1923193	3	0
MGI:1923196	3	0
MGI:1923197	3	0
MGI:1923199	3	0
MGI:1923200	3	0
MGI:1923201	3	0
MGI:1923202	3	0
MGI:1923204	3	0
MGI:1923207	3	1
MGI:1923208	3	0
MGI:1923211	3	0
MGI:1923213	3	0
MGI:1923222	3	0
MGI:1923223	3	0
MGI:1923224	3	2
MGI:1923225	3	0
MGI:1923227	3	0
MGI:1923230	3	0
MGI:1923231	1	0
MGI:1923232	3	0
MGI:1923233	3	0
MGI:1923234	3	0
MGI:1923240	3	0
MGI:1923241	1	0
MGI:1923245	3	0
MGI:1923246	3	0
MGI:1923248	3	0
MGI:1923250	3	0
MGI:1923251	3	0
MGI:1923252	3	0
MGI:1923253	3	0
MGI:1923254	3	0
MGI:1923255	3	0
MGI:1923259	3	0
MGI:1923262	3	0
MGI:1923263	3	0
MGI:1923265	3	0
MGI:1923266	3	0
MGI:1923267	3	0
MGI:1923270	3	0
MGI:1923271	3	0
MGI:1923273	3	0
MGI:1923279	3	0
MGI:1923280	3	0
MGI:1923281	3	0
MGI:1923282	3	0
MGI:1923283	3	0
MGI:1923284	3	0
MGI:1923286	3	0
MGI:1923292	3	0
MGI:1923293	3	0
MGI:1923295	3	0
MGI:1923297	3	0
MGI:1923298	3	0
MGI:1923300	3	0
MGI:1923302	3	0
MGI:1923303	3	0
MGI:1923306	3	0
MGI:1923309	3	0
MGI:1923311	3	0
MGI:1923312	3	0
MGI:1923313	3	0
MGI:1923315	3	0
MGI:1923316	3	0
MGI:1923318	3	0
MGI:1923326	3	0
MGI:1923328	3	0
MGI:1923330	1	0
MGI:1923331	3	0
MGI:1923332	3	0
MGI:1923340	3	0
MGI:1923343	3	0
MGI:1923344	3	0
MGI:1923346	3	0
MGI:1923348	3	0
MGI:1923350	3	0
MGI:1923351	3	0
MGI:1923354	3	0
MGI:1923355	3	0
MGI:1923360	3	0
MGI:1923361	3	0
MGI:1923366	3	0
MGI:1923368	3	0
MGI:1923371	3	0
MGI:1923375	3	0
MGI:1923376	3	0
MGI:1923378	3	0
MGI:1923382	2	0
MGI:1923383	3	0
MGI:1923387	1	0
MGI:1923391	3	0
MGI:1923393	3	0
MGI:1923401	2	1
MGI:1923406	1	0
MGI:1923408	3	0
MGI:1923411	3	2
MGI:1923419	3	0
MGI:1923420	2	0
MGI:1923423	3	0
MGI:1923424	3	0
MGI:1923427	3	0
MGI:1923436	3	0
MGI:1923438	3	0
MGI:1923443	3	0
MGI:1923445	3	0
MGI:1923446	3	0
MGI:1923448	3	0
MGI:1923450	3	0
MGI:1923453	3	0
MGI:1923462	3	0
MGI:1923463	3	0
MGI:1923464	3	0
MGI:1923465	3	0
MGI:1923467	2	0
MGI:1923468	3	0
MGI:1923470	3	0
MGI:1923471	3	0
MGI:1923474	3	0
MGI:1923475	3	0
MGI:1923477	3	0
MGI:1923481	2	1
MGI:1923487	3	0
MGI:1923490	3	0
MGI:1923491	3	0
MGI:1923500	2	1
MGI:1923503	3	0
MGI:1923511	2	0
MGI:1923536	3	0
MGI:1923544	2	0
MGI:1923547	1	0
MGI:1923555	1	0
MGI:1923561	3	0
MGI:1923578	1	0
MGI:1923584	2	0
MGI:1923605	2	0
MGI:1923609	3	0
MGI:1923612	3	0
MGI:1923618	3	0
MGI:1923621	3	0
MGI:1923627	3	0
MGI:1923629	3	0
MGI:1923631	3	0
MGI:1923632	3	0
MGI:1923635	3	0
MGI:1923636	3	0
MGI:1923637	1	0
MGI:1923639	2	0
MGI:1923642	3	0
MGI:1923643	3	0
MGI:1923644	3	0
MGI:1923648	3	0
MGI:1923652	3	0
MGI:1923655	3	0
MGI:1923656	3	0
MGI:1923659	3	0
MGI:1923660	3	0
MGI:1923661	3	2
MGI:1923662	3	0
MGI:1923663	3	0
MGI:1923665	3	0
MGI:1923666	3	0
MGI:1923668	3	0
MGI:1923672	3	0
MGI:1923673	4	3
MGI:1923676	2	0
MGI:1923682	3	0
MGI:1923692	12	8
MGI:1923693	3	0
MGI:1923694	3	0
MGI:1923698	3	0
MGI:1923705	3	0
MGI:1923707	6	5
MGI:1923714	2	1
MGI:1923725	3	0
MGI:1923748	1	0
MGI:1923755	3	0
MGI:1923760	10	9
MGI:1923761	3	0
MGI:1923763	3	0
MGI:1923766	3	0
MGI:1923781	3	0
MGI:1923783	3	0
MGI:1923801	1	0
MGI:1923817	3	0
MGI:1923825	1	0
MGI:1923829	3	0
MGI:1923835	3	0
MGI:1923840	3	0
MGI:1923851	3	0
MGI:1923852	3	0
MGI:1923853	3	0
MGI:1923854	3	0
MGI:1923855	3	0
MGI:1923856	2	0
MGI:1923857	3	0
MGI:1923859	3	0
MGI:1923861	3	0
MGI:1923862	1	0
MGI:1923863	3	0
MGI:1923868	3	0
MGI:1923869	3	0
MGI:1923871	3	0
MGI:1923873	3	0
MGI:1923874	3	0
MGI:1923875	3	0
MGI:1923877	3	0
MGI:1923878	3	0
MGI:1923879	3	0
MGI:1923882	3	0
MGI:1923883	2	0
MGI:1923884	3	0
MGI:1923885	3	0
MGI:1923889	3	0
MGI:1923890	3	0
MGI:1923891	3	0
MGI:1923892	3	0
MGI:1923893	3	0
MGI:1923896	3	1
MGI:1923898	3	0
MGI:1923899	3	0
MGI:1923901	3	0
MGI:1923903	1	0
MGI:1923906	3	0
MGI:1923907	3	0
MGI:1923908	3	0
MGI:1923910	3	0
MGI:1923911	3	0
MGI:1923912	3	0
MGI:1923913	1	0
MGI:1923916	3	0
MGI:1923920	1	0
MGI:1923921	3	0
MGI:1923923	3	0
MGI:1923925	3	0
MGI:1923926	3	0
MGI:1923929	3	0
MGI:1923933	3	1
MGI:1923934	3	0
MGI:1923940	3	0
MGI:1923941	3	0
MGI:1923949	3	0
MGI:1923960	3	0
MGI:1923964	3	0
MGI:1923965	3	2
MGI:1923970	3	0
MGI:1923971	3	0
MGI:1923975	3	0
MGI:1923976	3	0
MGI:1923978	3	0
MGI:1923979	3	0
MGI:1923981	3	0
MGI:1923983	3	0
MGI:1923984	3	0
MGI:1923987	4	3
MGI:1923990	5	4
MGI:1923991	3	0
MGI:1923997	1	0
MGI:1924001	1	0
MGI:1924004	3	0
MGI:1924005	3	0
MGI:1924010	3	0
MGI:1924013	1	0
MGI:1924019	3	0
MGI:1924022	3	0
MGI:1924026	3	0
MGI:1924032	3	0
MGI:1924035	3	0
MGI:1924036	3	0
MGI:1924042	1	0
MGI:1924044	3	0
MGI:1924047	3	0
MGI:1924048	3	0
MGI:1924049	3	0
MGI:1924056	3	0
MGI:1924059	2	0
MGI:1924061	3	0
MGI:1924063	2	1
MGI:1924064	3	0
MGI:1924067	3	0
MGI:1924068	2	0
MGI:1924071	3	0
MGI:1924073	3	0
MGI:1924074	1	0
MGI:1924080	3	0
MGI:1924085	3	0
MGI:1924094	3	0
MGI:1924101	3	0
MGI:1924102	3	0
MGI:1924108	2	0
MGI:1924109	3	0
MGI:1924111	3	0
MGI:1924112	3	0
MGI:1924114	3	0
MGI:1924115	3	0
MGI:1924116	3	0
MGI:1924121	3	0
MGI:1924122	2	0
MGI:1924123	3	0
MGI:1924124	3	0
MGI:1924128	3	0
MGI:1924130	3	0
MGI:1924132	3	0
MGI:1924133	3	0
MGI:1924135	3	0
MGI:1924136	3	0
MGI:1924144	1	0
MGI:1924147	1	0
MGI:1924149	5	4
MGI:1924164	1	0
MGI:1924167	2	0
MGI:1924168	3	0
MGI:1924171	3	0
MGI:1924172	3	0
MGI:1924173	3	0
MGI:1924174	3	0
MGI:1924175	1	0
MGI:1924176	3	0
MGI:1924178	3	0
MGI:1924179	3	0
MGI:1924180	3	0
MGI:1924181	3	0
MGI:1924183	3	2
